,lat,lon,alt,secs
141,41.2650510922941,1.99106265730814,27.0,0.0
142,41.2650509730847,1.99106269685124,27.1,0.1
143,41.2650509462022,1.99106269638182,27.3,0.2
144,41.2650510492822,1.99106255893356,27.4,0.3
145,41.2650510316509,1.99106255186121,27.4,0.4
146,41.2650508788463,1.99106259387038,27.5,0.5
147,41.265050849186,1.99106259270965,27.5,0.6
148,41.2650509117139,1.99106262512484,27.5,0.7
149,41.2650509276533,1.99106262902054,27.5,0.8
150,41.2650510564341,1.99106247803803,27.5,0.9
151,41.2650511267091,1.99106243957197,27.5,1.0
152,41.2650509844793,1.99106248839242,27.4,1.1
153,41.265051040551,1.9910624672972,27.4,1.2
154,41.2650511261089,1.99106259495488,27.4,1.3
155,41.2650511826116,1.99106260450007,27.4,1.4
156,41.265051139597,1.99106246978893,27.4,1.5
157,41.2650511098847,1.99106248013265,27.3,1.6
158,41.2650513267736,1.99106242681565,27.3,1.7
159,41.2650511826461,1.99106247132333,27.3,1.8
160,41.265050776354,1.99106256242614,27.3,1.9
161,41.2650504193045,1.99106265733778,27.3,2.0
162,41.2650499777776,1.99106274344079,27.2,2.1
163,41.265049373811,1.99106291783682,27.2,2.2
164,41.2650485607403,1.99106295873586,27.2,2.3
165,41.2650476599105,1.99106319803278,27.2,2.4
166,41.2650465490552,1.99106348511015,27.2,2.5
167,41.2650453456886,1.99106380628521,27.1,2.6
168,41.2650438587501,1.99106405917868,27.1,2.7
169,41.2650423793759,1.99106444247869,27.1,2.8
170,41.2650406707664,1.99106484421231,27.1,2.9
171,41.2650389821517,1.99106528348346,27.1,3.0
172,41.2650372442416,1.99106580437596,27.1,3.1
173,41.2650354490219,1.99106627882539,27.1,3.2
174,41.2650337540954,1.99106653433447,27.1,3.3
175,41.2650319863114,1.99106696807863,27.0,3.4
176,41.2650301589487,1.99106727944204,27.0,3.5
177,41.2650284886098,1.99106767722291,27.0,3.6
178,41.2650268541637,1.99106805757739,27.0,3.7
179,41.2650253290091,1.99106841029996,27.0,3.8
180,41.2650242118378,1.9910688289342,27.0,3.9
181,41.2650229323144,1.99106912580172,27.0,4.0
182,41.2650218016005,1.9910693949141,27.0,4.1
183,41.2650207981005,1.99106962197848,27.0,4.2
184,41.2650201696146,1.99106963848307,27.0,4.3
185,41.2650195034893,1.99106977322978,27.0,4.4
186,41.2650190048629,1.99106998637955,27.0,4.5
187,41.2650186170241,1.991070067971,27.0,4.6
188,41.2650184670526,1.99107015227783,27.0,4.7
189,41.2650182999078,1.9910702207396,27.0,4.8
190,41.2650182596308,1.99107039802226,27.0,4.9
191,41.2650182488957,1.99107041037827,27.0,5.0
192,41.2650182437365,1.99107033443701,27.0,5.1
193,41.2650182822268,1.99107030775606,27.0,5.2
194,41.2650183977457,1.99107043226526,27.0,5.3
195,41.2650184611014,1.99107041894474,27.0,5.4
196,41.2650186355011,1.99107052725132,27.0,5.5
197,41.2650187349864,1.99107051418152,27.0,5.6
198,41.2650188118489,1.99107053479201,27.0,5.7
199,41.2650188629577,1.99107051351905,27.0,5.8
200,41.2650187833095,1.99107034518604,27.0,5.9
201,41.2650187271342,1.99107030664198,27.0,6.0
202,41.265018670668,1.99107036824551,27.1,6.1
203,41.2650184649385,1.9910703460793,27.1,6.2
204,41.2650180916331,1.99107028452421,27.1,6.3
205,41.2650176357268,1.99107026813782,27.2,6.4
206,41.2650168722142,1.99107037056912,27.2,6.5
207,41.2650160555932,1.99107037464934,27.3,6.6
208,41.2650148864182,1.99107013312609,27.4,6.7
209,41.2650136433182,1.99107012080139,27.5,6.8
210,41.2650120027481,1.99107036304697,27.6,6.9
211,41.2650103179131,1.99107039850095,27.7,7.0
212,41.2650084233417,1.99107042043635,27.8,7.1
213,41.2650065577671,1.99107042565057,27.9,7.2
214,41.2650046050583,1.9910702135906,28.0,7.3
215,41.2650026279852,1.99107017738155,28.1,7.4
216,41.2650003708419,1.99107002999099,28.2,7.5
217,41.2649982735372,1.99106999605285,28.3,7.6
218,41.2649962099413,1.99106975709326,28.4,7.7
219,41.2649940350224,1.99106971775497,28.5,7.8
220,41.2649918905183,1.99106943290225,28.6,7.9
221,41.2649896323781,1.9910693896134,28.7,8.0
222,41.264987211055,1.99106958270693,28.8,8.1
223,41.2649848585608,1.99106958327467,29.0,8.2
224,41.2649825115279,1.99106955650041,29.1,8.3
225,41.2649800800359,1.99106955685444,29.2,8.4
226,41.2649775521059,1.99106945982828,29.3,8.5
227,41.2649750231736,1.99106946196598,29.4,8.6
228,41.2649723715371,1.9910696461319,29.6,8.7
229,41.2649697481329,1.9910696698168,29.7,8.8
230,41.2649673034007,1.99106966922913,29.8,8.9
231,41.264964631769,1.99106969036388,29.9,9.0
232,41.2649620803271,1.99106965413702,30.1,9.1
233,41.2649594000686,1.99106966683354,30.2,9.2
234,41.2649569716692,1.99106975860628,30.3,9.3
235,41.264954330673,1.99106976676528,30.5,9.4
236,41.2649514807849,1.99106954540802,30.6,9.5
237,41.2649488258202,1.99106953435768,30.7,9.6
238,41.2649463920451,1.99106966707217,30.9,9.7
239,41.2649437841086,1.99106967236691,31.0,9.8
240,41.2649411653264,1.99106969087746,31.1,9.9
241,41.2649385652115,1.9910696933072,31.3,10.0
242,41.2649359119559,1.99106954038113,31.4,10.1
243,41.2649333205621,1.99106953094706,31.5,10.2
244,41.2649311304006,1.99106954321335,31.6,10.3
245,41.2649285965766,1.991069551034,31.8,10.4
246,41.2649257694466,1.99106958902673,31.9,10.5
247,41.264923220579,1.99106960772605,32.0,10.6
