,WPname,FPLlat,FPLlon,FPLalt,FPLvel,FPLturn,FPLwpt
0,Waypoint1,41.26500991,1.96874383,26.0,3.0,52.0,CurvaturePassed
1,Waypoint2,41.264066020887036,1.9687433812340025,66.0,5.0,14.0,CurvaturePassed
2,Waypoint3,41.26379622444096,1.9687432529627666,66.0,10.0,14.0,CurvaturePassed
3,Waypoint4,41.26379710903155,1.9652542684678642,66.0,5.0,14.0,CurvaturePassed
4,Waypoint5,41.264066905476376,1.9652543823241393,66.0,1.0,14.0,CurvaturePassed
5,Waypoint6,41.26445288633479,1.9652545452117918,16.0,0.0,0.2,LineStop
6,Hover10s,41.26445288633479,1.9652545452117918,16.0,3.0,0.2,LineStop
7,Waypoint7,41.26445288633479,1.9652545452117918,26.0,3.0,0.2,CurvaturePassed
8,Waypoint8,41.264066905476376,1.9652543823241393,36.0,5.0,21.0,CurvaturePassed
9,Waypoint9,41.26343738043845,1.9652541166587425,36.0,10.0,34.0,CurvaturePassed
10,Waypoint10,41.2634364589549,1.9688801085384675,36.0,5.0,34.0,CurvaturePassed
11,Waypoint11,41.26406598399585,1.9688804091593055,36.0,3.0,34.0,CurvaturePassed
12,Waypoint12,41.26501007,1.96888086,21.0,0.0,52.0,CurvaturePassed
