,lat,lon,alt,secs
300,41.2650169919994,1.99105193660182,27.0,0.0
301,41.2650170674955,1.99105206623466,27.2,0.1
302,41.2650170104218,1.99105208931569,27.3,0.2
303,41.2650171030482,1.99105206156179,27.4,0.3
304,41.2650170626047,1.99105207925869,27.5,0.4
305,41.2650170149614,1.99105205305019,27.5,0.5
306,41.2650169794616,1.99105206680596,27.5,0.6
307,41.2650167872692,1.99105221615089,27.5,0.7
308,41.2650167515902,1.99105227068868,27.5,0.8
309,41.2650165710208,1.99105220980064,27.5,0.9
310,41.2650165148104,1.99105216544414,27.4,1.0
311,41.265016616459,1.99105200230285,27.4,1.1
312,41.2650165841375,1.99105190289622,27.4,1.2
313,41.2650163714436,1.9910515315881,27.3,1.3
314,41.2650163377135,1.99105138942292,27.3,1.4
315,41.2650162079092,1.99105132553706,27.3,1.5
316,41.2650161964702,1.99105119288983,27.2,1.6
317,41.2650161689128,1.99105106344112,27.2,1.7
318,41.2650161724445,1.99105092167377,27.2,1.8
319,41.2650159532651,1.99105062921092,27.2,1.9
320,41.2650159405049,1.99105045566928,27.2,2.0
321,41.2650161132944,1.99105026391627,27.1,2.1
322,41.2650161413786,1.99105009888696,27.1,2.2
323,41.2650164102631,1.99105006188082,27.1,2.3
324,41.2650164743001,1.99104995373981,27.1,2.4
325,41.2650166234555,1.99104980717121,27.1,2.5
326,41.2650166913257,1.99104977799997,27.1,2.6
327,41.2650167633032,1.99104973598474,27.1,2.7
328,41.26501684465,1.99104985196139,27.1,2.8
329,41.265017035306,1.99105021752034,27.1,2.9
330,41.2650171611339,1.99105053749528,27.0,3.0
331,41.2650175317458,1.99105090623085,27.0,3.1
332,41.2650177229713,1.99105145944195,27.0,3.2
333,41.2650178806934,1.99105205405052,27.0,3.3
334,41.265018104417,1.99105287362244,27.0,3.4
335,41.2650184916153,1.9910537398904,27.0,3.5
336,41.2650187674842,1.99105481064556,27.0,3.6
337,41.2650190278127,1.99105593546526,27.0,3.7
338,41.265019328988,1.99105720163604,27.0,3.8
339,41.265019656659,1.99105856849098,27.0,3.9
340,41.2650199696334,1.99105990271809,27.0,4.0
341,41.2650201770598,1.99106112873899,27.0,4.1
342,41.2650204638598,1.99106238207446,27.0,4.2
343,41.2650207485066,1.99106345503564,27.0,4.3
344,41.2650210065335,1.991064561925,27.0,4.4
345,41.2650210823811,1.99106541905648,27.0,4.5
346,41.2650212780968,1.99106631901596,27.0,4.6
347,41.265021387994,1.99106711588305,27.0,4.7
348,41.2650215137098,1.9910677711493,27.0,4.8
349,41.2650213290673,1.99106824471349,27.0,4.9
350,41.2650213508533,1.99106864109836,27.0,5.0
351,41.2650215341103,1.99106890732524,27.0,5.1
352,41.2650215907593,1.99106909688853,27.0,5.2
353,41.2650215409933,1.99106928011781,27.0,5.3
354,41.2650215692144,1.99106939788558,27.0,5.4
355,41.2650215868745,1.99106974382342,27.0,5.5
356,41.2650215670615,1.99106985692544,27.0,5.6
357,41.2650215266497,1.99107008537473,27.0,5.7
358,41.2650214701848,1.99107016090001,27.0,5.8
359,41.265021573895,1.99107033742344,27.0,5.9
360,41.2650215215774,1.99107039623467,27.0,6.0
361,41.2650213918775,1.99107057023931,27.0,6.1
362,41.2650213020321,1.99107060938742,27.0,6.2
363,41.2650211914777,1.99107076436435,27.0,6.3
364,41.2650210862736,1.99107077184379,27.0,6.4
365,41.265020695599,1.99107083400438,27.0,6.5
366,41.2650205772274,1.99107082663748,27.0,6.6
367,41.2650204849847,1.99107090131083,27.0,6.7
368,41.2650203996207,1.99107088837922,27.0,6.8
369,41.2650203897481,1.99107095310134,27.0,6.9
370,41.265020317437,1.99107092412526,27.0,7.0
371,41.2650200944282,1.99107104513412,27.0,7.1
372,41.265019961366,1.9910710230719,27.0,7.2
373,41.2650197501437,1.99107085343952,27.0,7.3
374,41.2650195304709,1.99107080618652,27.1,7.4
375,41.2650190824556,1.9910708500702,27.1,7.5
376,41.2650186996797,1.99107081212734,27.1,7.6
377,41.2650182761869,1.99107071816415,27.2,7.7
378,41.2650176548594,1.99107067809427,27.2,7.8
379,41.2650167406123,1.99107047352505,27.3,7.9
380,41.2650157528111,1.99107043670624,27.4,8.0
381,41.2650146084541,1.99107028767155,27.5,8.1
382,41.2650131848022,1.9910702518329,27.6,8.2
383,41.2650113380626,1.99106978591052,27.7,8.3
384,41.2650094799741,1.99106971072999,27.8,8.4
385,41.2650074695141,1.99106973112964,27.9,8.5
386,41.2650054409629,1.9910696840875,28.0,8.6
387,41.265003400842,1.99106952564438,28.1,8.7
388,41.2650012560504,1.99106948621417,28.2,8.8
389,41.2649991877422,1.99106937076147,28.4,8.9
390,41.2649969287469,1.99106934705092,28.5,9.0
391,41.2649947439391,1.99106902995952,28.6,9.1
392,41.2649923789816,1.99106898463836,28.7,9.2
393,41.2649896741845,1.99106866579891,28.8,9.3
394,41.2649871841348,1.9910686150954,28.9,9.4
395,41.2649848197726,1.99106863217133,29.0,9.5
396,41.2649822505066,1.99106861407963,29.2,9.6
397,41.2649796411773,1.99106847973955,29.3,9.7
398,41.2649769627386,1.99106846759151,29.4,9.8
399,41.264974089989,1.99106846961666,29.5,9.9
400,41.2649713289479,1.99106847665375,29.7,10.0
401,41.2649687565635,1.99106841214747,29.8,10.1
402,41.2649660030056,1.99106842048669,29.9,10.2
403,41.2649632472332,1.99106832420274,30.1,10.3
404,41.2649605001862,1.9910683373516,30.2,10.4
405,41.2649577006539,1.99106853033267,30.3,10.5
406,41.2649549607645,1.99106856424447,30.4,10.6
